Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,3319.2157103818217,41.18965141274073,3278.6454788667907,3341.3247503785074,3284.7885843700165,3302.275715866262,3389.0440224275303
1,45.74829502974893,1.5677543554508242,45.32870917332352,43.373381395587664,47.753450314885036,45.10836052131912,47.177573743629296
2,10.806589554842446,3.466035446661275,14.04232572966455,7.157232849891622,15.641196197849574,9.847742442110933,7.344450554695551
3,4.059566081467286,0.98155032609354,4.859421985193955,3.165575462910669,5.54495375502054,3.683351234764756,3.044527969446504
4,2.149671980814267,0.49879665118195077,2.654785815865079,1.770761951867715,2.8006556077306177,2.0055039833065655,1.516652545301356
5,1.3392853438818066,0.20829138205771447,1.5568142384144914,1.1774236676456942,1.6233436363964828,1.2194858090709992,1.1193593678813665
6,0.8887596144953885,0.12764641722682663,0.8621230646462256,0.876035999774067,1.1329149446366347,0.7890348427605208,0.7836892206594945
7,0.6442414893269506,0.10801471463703528,0.5508540801224162,0.6647159634558899,0.8463534412199127,0.5797945104873404,0.5794894513491938
8,0.46400762130523,0.05364067418490257,0.4238858841609766,0.50020006302675,0.5527272928302974,0.4223469230472863,0.4208779434608397
9,0.35428848143214575,0.023399412178022234,0.3402143933224784,0.360468233507755,0.39660980365684656,0.32940393379335775,0.34474604288029137
10,0.2808759794761212,0.02333375669955324,0.26834782120167433,0.2641344189410588,0.3221286106043628,0.25889215418567946,0.2908768924478303
11,0.22762650069337198,0.01432691141448312,0.22023651293642757,0.23503081426318564,0.24736889203124127,0.2048652033445788,0.2306310808914266
12,0.1870301818478627,0.013139630927136062,0.181909964847918,0.1827946085073776,0.20979109860473055,0.17005180329184355,0.19060343398744375
13,0.15721287641595108,0.018003646043879305,0.1495119176419062,0.14963367342927283,0.1927313580344942,0.14276070722134826,0.15142672575273386
14,0.1317530515407605,0.019529957539629224,0.13044194410896906,0.10744457427852476,0.16655400673824305,0.13269499103567062,0.121629741542395
15,0.12180594303047099,0.01564393095647681,0.1228474279017131,0.10194837775105679,0.14975030869692577,0.1189307232700597,0.11555287753259952
16,0.1152273060358753,0.012088856646955897,0.11733770884784994,0.10020668730903853,0.13650870878407562,0.11356093876596557,0.10852248647244683
17,0.10571881272494214,0.014760816167047098,0.10905427879982055,0.09334423792378127,0.13110169886414466,0.10612895744079358,0.08896489059617065
18,0.1010612428567951,0.013527588337833591,0.10243223830010058,0.09185178934802467,0.12322575938990005,0.10472412697932289,0.08307230026662729
19,0.09676628504653838,0.01445172313322468,0.10118120086826807,0.08977133479485949,0.11445259486420244,0.10578021353606647,0.07264608116929543
20,0.09577501458281987,0.013542990469481191,0.10016824269709951,0.08853920987622303,0.11350577286640388,0.10282569632800745,0.07383615114636538
21,0.09507518779742775,0.012921206195152343,0.10016824269709951,0.08853920987622303,0.11179191441584273,0.1010404208516081,0.07383615114636538
22,0.09490619469753564,0.012717428616714013,0.10016824269709951,0.08853920987622303,0.11102487240403758,0.1009624973639527,0.07383615114636538
23,0.09501820013083537,0.012720293185185468,0.10016824269709951,0.08853920987622303,0.11065989018953569,0.10188750674495319,0.07383615114636538
24,0.0930537374773984,0.010805177791283123,0.10016824269709951,0.08853920987622303,0.10300176534976618,0.09972331831753786,0.07383615114636538
25,0.09251969906794395,0.010390061678169875,0.10016824269709951,0.08853920987622303,0.1013718619108311,0.09868302970920073,0.07383615114636538
26,0.09189079436163096,0.009919116353777712,0.10016824269709951,0.08853920987622303,0.09830939095612541,0.09860097713234144,0.07383615114636538
27,0.0922375082971828,0.010164671427262068,0.10016824269709951,0.08853920987622303,0.10004296063388465,0.09860097713234144,0.07383615114636538
28,0.09167989990550135,0.009790785578821739,0.10016824269709951,0.08853920987622303,0.09725491867547738,0.09860097713234144,0.07383615114636538
