Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
33,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
34,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
35,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
36,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
37,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
38,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
39,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
40,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
41,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
42,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
43,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
44,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
45,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
46,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
47,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
48,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
49,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
