Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,2655.4008483054577,32.95090197770378,2622.9451830934327,2673.0868003028063,2627.8608674960137,2641.8487726930102,2711.2626179420245
1,36.93583602379914,1.2654449498559426,36.63196733865882,35.01690511647013,38.57556025190803,36.3986884170553,38.05605899490344
2,9.020471643873957,2.8051401318599356,11.65326058373164,6.077386279913298,12.930156958279658,8.217593953688747,6.223960443756441
3,3.6751328651738278,0.8078814046099752,4.359337588155164,2.9496603703285356,4.891963004016432,3.307880987811805,2.8668223755572035
4,2.1857775846514134,0.4241606847992231,2.640828652692063,1.867809561494172,2.7301244861844944,2.0224031866452528,1.6677220362410847
5,1.5529482751054455,0.18844927508179776,1.764851390731593,1.4155389341165554,1.7992749091171865,1.4211886472567994,1.3638874943050934
6,1.202287691596311,0.11423311663446821,1.2100984517169806,1.1796287998192536,1.414131955709308,1.0898278742084169,1.1177513765275957
7,1.0120731914615606,0.09267501770516362,0.9588832640979331,1.0183727707647119,1.1892827529759302,0.9374356083898724,0.9563915610793551
8,0.872486097044184,0.04785403132490071,0.8629087073287813,0.8827600504213999,0.958181834264238,0.8198775384378292,0.8387023547686718
9,0.7851107851457167,0.03127842397274797,0.7955715146579827,0.772974586806204,0.8406878429254773,0.7513231470346862,0.7649968343042333
10,0.7282207835808969,0.029023005573260513,0.7376782569613395,0.7047075351528471,0.7791028884834903,0.6975137233485436,0.7221015139582643
11,0.6869012005546976,0.022084919649542397,0.7021892103491421,0.6772246514105487,0.721295113624993,0.6588921626756631,0.6749048647131413
12,0.6531841454782901,0.023148686185279824,0.6731279718783344,0.6354356868059021,0.6882328788837844,0.6298414426334749,0.6392827471899551
13,0.6291303011327608,0.026243486381539657,0.646409534113525,0.6067069387434183,0.6725850864275955,0.6068085657770786,0.613141380602187
14,0.6105224412326085,0.02805127028825237,0.6289535552871753,0.5791556594228199,0.6558432053905945,0.5983559928285365,0.590303793233916
15,0.6015647544243767,0.025497717424549572,0.6222779423213705,0.5733587022008455,0.6406002469575407,0.5873445786160477,0.5842423020260796
16,0.5963418448287003,0.02363296390926296,0.61727016707828,0.5727653498472309,0.6318069670272606,0.5810487510127724,0.5788179891779575
17,0.5897350501799538,0.02456473111387172,0.6132434230398565,0.568875390339025,0.6252813590913158,0.5749031659526349,0.5663719124769365
18,0.5860889942854361,0.023856553963246662,0.6099457906400805,0.5654814314784198,0.6193806075119201,0.5739793015834583,0.5616578402133019
19,0.5832130280372307,0.022542618276288232,0.6065449606946145,0.5646170678358876,0.613562075891362,0.5732241708288532,0.5581168649354363
20,0.5819800116662559,0.021910385697912156,0.6049345941576797,0.5638313679009784,0.6114046182931232,0.571660557062406,0.5580689209170924
21,0.5816201502379423,0.021878086267730447,0.6049345941576797,0.5638313679009784,0.6108335315326743,0.5704323366812865,0.5580689209170924
22,0.5812849557580286,0.021752491987416855,0.6049345941576797,0.5638313679009784,0.6100198979232301,0.5695699978911621,0.5580689209170924
23,0.5808145601046684,0.02138350731694665,0.6049345941576797,0.5638313679009784,0.6083279121516286,0.5689100053959626,0.5580689209170924
24,0.5796029899819188,0.02022948872529783,0.6049345941576797,0.5638313679009784,0.603201412279813,0.5679786546540303,0.5580689209170924
25,0.5791357592543551,0.02012139481047406,0.6049345941576797,0.5638313679009784,0.6020974895286649,0.5667464237673606,0.5580689209170924
26,0.5783926354893048,0.01994876091962734,0.6049345941576797,0.5638313679009784,0.6002475127649004,0.5648807817058732,0.5580689209170924
27,0.5783900066377463,0.01994588136471732,0.6049345941576797,0.5638313679009784,0.6002343685071078,0.5648807817058732,0.5580689209170924
28,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
29,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
30,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
31,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
32,0.5782639199244011,0.01980891736733949,0.6049345941576797,0.5638313679009784,0.5996039349403819,0.5648807817058732,0.5580689209170924
