Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
17,1.858517863298547,0.049670431850380496,1.856098057754493,1.848555922876016,1.9384519596832936,1.7825543469975882,1.8669290291813452
18,1.8572340704742671,0.04982978496425905,1.8666547618668001,1.8380424369420854,1.9357644484802379,1.7814597946627924,1.8642489104194215
19,1.8576723936801092,0.05336176307819527,1.8556982513329043,1.8370367443249467,1.9359493795035039,1.774472034155512,1.8852055590836774
20,1.8564539204002177,0.05263118306348387,1.8548919105974881,1.8365116389503229,1.9321984887686874,1.7734686351892437,1.8851989284953456
21,1.8565474210656725,0.0517288443172698,1.8548919105974881,1.8365116389503229,1.930945623263379,1.7751890040218254,1.8851989284953456
22,1.8557904865138042,0.051401071631413824,1.8548919105974881,1.8365116389503229,1.9284097075051245,1.7739402470207388,1.8851989284953456
23,1.8532609272657055,0.05044537114798011,1.8548919105974881,1.8365116389503229,1.919947655536473,1.7697545027488983,1.8851989284953456
24,1.8530095563367852,0.05070487278902001,1.8548919105974881,1.8365116389503229,1.9196833072150206,1.7687619964257488,1.8851989284953456
25,1.854600982367948,0.054596668395089566,1.8548919105974881,1.8365116389503229,1.930537489923467,1.765864943873115,1.8851989284953456
26,1.8521451946609246,0.057620984844462965,1.8548919105974881,1.8365116389503229,1.928817254174174,1.7553062410872924,1.8851989284953456
27,1.8514946623318185,0.05676367990877191,1.8548919105974881,1.8365116389503229,1.9255645925286433,1.7553062410872924,1.8851989284953456
28,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
29,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
30,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
31,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
32,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
33,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
34,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
35,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
36,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
37,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
38,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
39,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
40,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
41,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
42,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
43,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
44,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
45,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
46,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
47,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
48,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
49,1.8526520636799457,0.05830035113477862,1.8548919105974881,1.8365116389503229,1.931351599269279,1.7553062410872924,1.8851989284953456
